,30 yr Mortgage Rate,10 yr Treasury Bond Rate
2015-03-05,3.75,2.11
2015-03-12,3.86,2.1
2015-03-19,3.78,1.98
2015-03-26,3.69,2.01
2015-04-02,3.7,1.92
2015-04-09,3.66,1.97
2015-04-16,3.67,1.9
2015-04-23,3.65,1.96
2015-04-30,3.68,2.05
2015-05-07,3.8,2.18
2015-05-14,3.85,2.23
2015-05-21,3.84,2.19
2015-05-28,3.87,2.13
2015-06-04,3.87,2.31
2015-06-11,4.04,2.39
2015-06-18,4.0,2.35
2015-06-25,4.02,2.4
2015-07-02,4.08,2.4
2015-07-09,4.04,2.32
2015-07-16,4.09,2.36
2015-07-23,4.04,2.28
2015-07-30,3.98,2.28
2015-08-06,3.91,2.23
2015-08-13,3.94,2.19
2015-08-20,3.93,2.09
2015-08-27,3.84,2.18
2015-09-03,3.89,2.18
2015-09-10,3.9,2.23
2015-09-17,3.91,2.21
2015-09-24,3.86,2.13
2015-10-01,3.85,2.05
2015-10-08,3.76,2.12
2015-10-15,3.82,2.04
2015-10-22,3.79,2.04
2015-10-29,3.76,2.19
2015-11-05,3.87,2.26
2015-11-12,3.98,2.32
2015-11-19,3.97,2.24
2015-11-25,3.95,2.23
2015-12-03,3.93,2.33
2015-12-10,3.95,2.24
2015-12-17,3.97,2.24
2015-12-24,3.96,2.25
2015-12-31,4.01,2.27
2016-01-07,3.97,2.16
2016-01-14,3.92,2.1
2016-01-21,3.81,2.02
2016-01-28,3.79,2.0
2016-02-04,3.72,1.87
2016-02-11,3.65,1.63
2016-02-18,3.65,1.75
2016-02-25,3.62,1.71
2016-03-03,3.64,1.83
2016-03-10,3.68,1.93
2016-03-17,3.73,1.91
2016-03-24,3.71,1.91
2016-03-31,3.71,1.78
2016-04-07,3.59,1.7
2016-04-14,3.58,1.8
2016-04-21,3.59,1.88
2016-04-28,3.66,1.84
2016-05-05,3.61,1.76
2016-05-12,3.57,1.75
2016-05-19,3.58,1.85
2016-05-26,3.64,1.83
2016-06-02,3.66,1.81
2016-06-09,3.6,1.68
2016-06-16,3.54,1.57
2016-06-23,3.56,1.74
2016-06-30,3.48,1.49
2016-07-07,3.41,1.4
2016-07-14,3.42,1.53
2016-07-21,3.45,1.57
2016-07-28,3.48,1.52
2016-08-04,3.43,1.51
2016-08-11,3.45,1.57
2016-08-18,3.43,1.53
2016-08-25,3.43,1.58
2016-09-01,3.46,1.57
2016-09-08,3.44,1.61
2016-09-15,3.5,1.71
2016-09-22,3.48,1.63
2016-09-29,3.42,1.56
2016-10-06,3.42,1.75
2016-10-13,3.47,1.75
2016-10-20,3.52,1.76
2016-10-27,3.47,1.85
2016-11-03,3.54,1.82
2016-11-10,3.57,2.15
2016-11-17,3.94,2.29
2016-11-23,4.03,2.36
2016-12-01,4.08,2.45
2016-12-08,4.13,2.4
2016-12-15,4.16,2.6
2016-12-22,4.3,2.55
2016-12-29,4.32,2.49
2017-01-05,4.2,2.37
2017-01-12,4.12,2.36
2017-01-19,4.09,2.47
2017-01-26,4.19,2.51
2017-02-02,4.19,2.48
2017-02-09,4.17,2.4
2017-02-16,4.15,2.45
2017-02-23,4.16,2.38
2017-03-02,4.1,2.49
2017-03-09,4.21,2.6
2017-03-16,4.3,2.53
2017-03-23,4.23,2.41
2017-03-30,4.14,2.42
2017-04-06,4.1,2.34
2017-04-13,4.08,2.24
2017-04-20,3.97,2.24
2017-04-27,4.03,2.3
2017-05-04,4.02,2.36
2017-05-11,4.05,2.39
2017-05-18,4.02,2.23
2017-05-25,3.95,2.25
2017-06-01,3.94,2.21
2017-06-08,3.89,2.19
2017-06-15,3.91,2.16
2017-06-22,3.9,2.15
2017-06-29,3.88,2.27
2017-07-06,3.96,2.37
2017-07-13,4.03,2.35
2017-07-20,3.96,2.27
2017-07-27,3.92,2.32
2017-08-03,3.93,2.24
2017-08-10,3.9,2.2
2017-08-17,3.89,2.19
2017-08-24,3.86,2.19
2017-08-31,3.82,2.12
2017-09-07,3.78,2.05
2017-09-14,3.78,2.2
2017-09-21,3.83,2.27
2017-09-28,3.83,2.31
2017-10-05,3.85,2.35
2017-10-12,3.91,2.33
2017-10-19,3.88,2.33
2017-10-26,3.94,2.46
2017-11-02,3.94,2.35
2017-11-09,3.9,2.33
2017-11-16,3.95,2.37
2017-11-22,3.92,2.32
2017-11-30,3.9,2.42
2017-12-07,3.94,2.37
2017-12-14,3.93,2.35
2017-12-21,3.94,2.48
2017-12-28,3.99,2.43
2018-01-04,3.95,2.46
2018-01-11,3.99,2.54
2018-01-18,4.04,2.62
2018-01-25,4.15,2.63
2018-02-01,4.22,2.78
2018-02-08,4.32,2.85
2018-02-15,4.38,2.9
2018-02-22,4.4,2.92
2018-03-01,4.43,2.81
2018-03-08,4.46,2.86
2018-03-15,4.44,2.82
2018-03-22,4.45,2.83
2018-03-29,4.44,2.74
2018-04-05,4.4,2.83
2018-04-12,4.42,2.83
2018-04-19,4.47,2.92
2018-04-26,4.58,3.0
2018-05-03,4.55,2.94
2018-05-10,4.55,2.97
2018-05-17,4.61,3.11
2018-05-24,4.66,2.98
2018-05-31,4.56,2.83
2018-06-07,4.54,2.93
2018-06-14,4.62,2.94
2018-06-21,4.57,2.9
2018-06-28,4.55,2.84
2018-07-05,4.52,2.84
2018-07-12,4.53,2.85
2018-07-19,4.52,2.84
2018-07-26,4.54,2.98
2018-08-02,4.6,2.98
2018-08-09,4.59,2.93
2018-08-16,4.53,2.87
2018-08-23,4.51,2.82
2018-08-30,4.52,2.86
2018-09-06,4.54,2.88
2018-09-13,4.6,2.97
2018-09-20,4.65,3.07
2018-09-27,4.72,3.06
2018-10-04,4.71,3.19
2018-10-11,4.9,3.14
2018-10-18,4.85,3.17
2018-10-25,4.86,3.14
2018-11-01,4.83,3.14
2018-11-08,4.94,3.24
2018-11-15,4.94,3.11
2018-11-21,4.81,3.06
2018-11-29,4.81,3.03
2018-12-06,4.75,2.87
2018-12-13,4.63,2.91
2018-12-20,4.62,2.79
2018-12-27,4.55,2.77
2019-01-03,4.51,2.56
2019-01-10,4.45,2.74
2019-01-17,4.45,2.75
2019-01-24,4.45,2.72
2019-01-31,4.46,2.63
2019-02-07,4.41,2.65
2019-02-14,4.37,2.66
2019-02-21,4.35,2.69
2019-02-28,4.35,2.73
2019-03-07,4.41,2.64
2019-03-14,4.31,2.63
2019-03-21,4.28,2.54
2019-03-28,4.06,2.39
2019-04-04,4.08,2.51
2019-04-11,4.12,2.51
2019-04-18,4.17,2.57
2019-04-25,4.2,2.54
2019-05-02,4.14,2.55
2019-05-09,4.1,2.45
2019-05-16,4.07,2.4
2019-05-23,4.06,2.31
2019-05-30,3.99,2.22
2019-06-06,3.82,2.12
2019-06-13,3.82,2.1
2019-06-20,3.84,2.01
2019-06-27,3.73,2.01
2019-07-03,3.75,1.96
2019-07-11,3.75,2.13
2019-07-18,3.81,2.04
2019-07-25,3.75,2.08
2019-08-01,3.75,1.9
2019-08-08,3.6,1.72
2019-08-15,3.6,1.52
2019-08-22,3.55,1.62
2019-08-29,3.58,1.5
2019-09-05,3.49,1.57
2019-09-12,3.56,1.79
2019-09-19,3.73,1.79
2019-09-26,3.64,1.7
2019-10-03,3.65,1.54
2019-10-10,3.57,1.67
2019-10-17,3.69,1.76
2019-10-24,3.75,1.77
2019-10-31,3.78,1.69
2019-11-07,3.69,1.92
2019-11-14,3.75,1.82
2019-11-21,3.66,1.77
2019-11-27,3.68,1.77
2019-12-05,3.68,1.8
2019-12-12,3.73,1.9
2019-12-19,3.73,1.92
2019-12-26,3.74,1.9
2020-01-02,3.72,1.88
2020-01-09,3.64,1.85
2020-01-16,3.65,1.81
2020-01-23,3.6,1.74
2020-01-30,3.51,1.57
2020-02-06,3.45,1.65
2020-02-13,3.47,1.61
2020-02-20,3.49,1.52
2020-02-27,3.45,1.3
2020-03-05,3.29,0.92
2020-03-12,3.36,0.88
2020-03-19,3.65,1.12
2020-03-26,3.5,0.83
2020-04-02,3.33,0.63
2020-04-09,3.33,0.73
2020-04-16,3.31,0.61
2020-04-23,3.33,0.61
2020-04-30,3.23,0.64
2020-05-07,3.26,0.63
2020-05-14,3.28,0.63
2020-05-21,3.24,0.68
2020-05-28,3.15,0.7
2020-06-04,3.18,0.82
2020-06-11,3.21,0.66
2020-06-18,3.13,0.71
2020-06-25,3.13,0.68
2020-07-02,3.07,0.68
2020-07-09,3.03,0.62
2020-07-16,2.98,0.62
2020-07-23,3.01,0.59
2020-07-30,2.99,0.55
2020-08-06,2.88,0.55
2020-08-13,2.96,0.71
2020-08-20,2.99,0.65
2020-08-27,2.91,0.74
2020-09-03,2.93,0.63
2020-09-10,2.86,0.68
2020-09-17,2.87,0.69
2020-09-24,2.9,0.67
2020-10-01,2.88,0.68
2020-10-08,2.87,0.78
2020-10-15,2.81,0.74
2020-10-22,2.8,0.87
2020-10-29,2.81,0.85
2020-11-05,2.78,0.79
2020-11-12,2.84,0.88
2020-11-19,2.72,0.86
2020-11-25,2.72,0.88
2020-12-03,2.71,0.92
2020-12-10,2.71,0.92
2020-12-17,2.67,0.94
2020-12-24,2.66,0.94
2020-12-31,2.67,0.93
2021-01-07,2.65,1.08
2021-01-14,2.79,1.15
2021-01-21,2.77,1.12
2021-01-28,2.73,1.07
2021-02-04,2.73,1.15
2021-02-11,2.73,1.16
2021-02-18,2.81,1.29
2021-02-25,2.97,1.54
2021-03-04,3.02,1.54
2021-03-11,3.05,1.54
2021-03-18,3.09,1.71
2021-03-25,3.17,1.63
2021-04-01,3.18,1.69
2021-04-08,3.13,1.64
2021-04-15,3.04,1.56
2021-04-22,2.97,1.57
2021-04-29,2.98,1.65
2021-05-06,2.96,1.58
2021-05-13,2.94,1.66
2021-05-20,3.0,1.63
2021-05-27,2.95,1.61
2021-06-03,2.99,1.63
2021-06-10,2.96,1.45
2021-06-17,2.93,1.52
2021-06-24,3.02,1.49
2021-07-01,2.98,1.48
2021-07-08,2.9,1.3
2021-07-15,2.88,1.31
2021-07-22,2.78,1.27
2021-07-29,2.8,1.28
2021-08-05,2.77,1.23
2021-08-12,2.87,1.36
2021-08-19,2.86,1.24
2021-08-26,2.87,1.34
2021-09-02,2.87,1.29
2021-09-09,2.88,1.3
2021-09-16,2.86,1.34
2021-09-23,2.88,1.41
2021-09-30,3.01,1.52
2021-10-07,2.99,1.58
